birthday,height,name,nationality,sportsman_id,weight
339004800000,179,Michael Wei,Mauritania,SM812110732,71
357148800000,182,Priyanka Singh,Jordan,SM288516161,80
505324800000,183,Alex Chavez,Estonia,SM477755299,69
371577600000,178,Muhammad Iqbal,Zambia,SM633170959,83
369158400000,179,Joseph Kumar,Papua_New_Guinea,SM280084589,91
615913200000,181,Mohamed Baya,Russia,SM283309002,102
515689200000,175,Chen Zhang,Chile,SM590696701,90
382291200000,176,Andrei Kahnovich,Puerto_Rico,SM829658835,96
622915200000,182,Patricio Balmaceda,Slovenia,SM697197318,78
598118400000,191,Andrea Rossi,Egypt,SM277467872,102
413481600000,189,Steve Campbell,Uruguay,SM756723336,102
518540400000,174,Ahmad Budjana,Colombia,SM383652892,70
507312000000,170,Cleopa Leslie,Argentina,SM171565076,93
366480000000,176,Johnnie Bhattal,Republic_of_Ireland,SM687808658,83
553446000000,191,Wolfgang Becker,Puerto_Rico,SM644964310,93
623174400000,188,Abdul Rashid Wong,Australia,SM846968554,91
594144000000,171,Peng Xu,Spain,SM312405807,75
341769600000,177,Abdul Wahid Jahani,Iran,SM957423660,83
375638400000,190,James Wilson,United_Kingdom,SM881059321,75
354816000000,168,Isabel Fernandez,Portugal,SM926347839,97
508176000000,186,Li Yang,Spain,SM771207110,75
423072000000,165,Wojciech Kaczmarek,Germany,SM100195192,80
339091200000,167,Somchai Charoenpura,Greece,SM191929756,84
415987200000,178,Fali Sam Merton,Sweden,SM801092251,82
565977600000,176,Henri Capelle,Wales,SM402219269,90
614617200000,183,Baruch Mamo,Brazil,SM638860970,97
394560000000,185,Thomas Becker,Philippines,SM569225887,75
487180800000,181,Ivan Kahnovich,Chile,SM211945976,82
361123200000,166,K. Khan,Brazil,SM724598488,74
475171200000,187,Manuel Avila,Hong_Kong,SM849196773,89
415814400000,173,Boris Ivanov,Niger,SM782180526,93
323884800000,183,Zheng Yang,El_Salvador,SM828846164,99
327945600000,188,Paul Williams,Dominican_Republic,SM891754522,96
423504000000,179,Jie Zhang,Democratic_Republic_of_the_Congo,SM121741563,99
561744000000,176,Sebastian Andrade,Latvia,SM974836135,91
470246400000,167,Lei Li,Peru,SM938375681,99
534096000000,165,Peng Yang,Moldova,SM512522981,87
548780400000,178,Bingyi Hu,Ukraine,SM151085354,98
363456000000,169,Jun Zhang,England,SM731980618,97
364492800000,165,Gisela Garcia,Tajikistan,SM982957225,70
422899200000,190,Joe Johnson,Tajikistan,SM967065956,70
343238400000,168,Abdul Wahid Jahani,Denmark,SM304184680,86
475344000000,188,Lin Zhang,Laos,SM409483781,100
589302000000,175,Isabel Cruz,Azerbaijan,SM281016891,73
498585600000,187,Abderraouf David,Angola,SM716879979,75
320774400000,181,Takeshi Ito,Poland,SM565143721,80
507052800000,185,Abdul-Malik Alhouthi,Singapore,SM244540277,79
488563200000,168,Hao Zhao,Italy,SM860345818,99
499708800000,173,Paul Hoffmann,Swaziland,SM147889225,72
578674800000,181,James Law-Yone,Tajikistan,SM421760545,98
565459200000,186,Agostinho D'Algy,Burma,SM793214011,96
533491200000,176,Somchai Paphunga,Laos,SM139668907,71
525798000000,171,Prakash Khan,Scotland,SM139860051,92
318528000000,186,Bingjian Zhang,Ukraine,SM789882249,98
575136000000,185,K. Rao,Switzerland,SM172713287,101
477244800000,186,Csaba Toth,Niger,SM554103295,98
323020800000,175,Asim Khan,Germany,SM661580620,80
556038000000,185,Brian Jones,Mexico,SM927564092,93
558284400000,169,Prakash Kapoor,Tanzania,SM898732235,79
411580800000,173,Albade Mainassara,Democratic_Republic_of_the_Congo,SM664640973,91
603734400000,177,Alan Sumac,Peru,SM465662529,87
446918400000,173,Kaoru Sato,Canada,SM983080420,89
393782400000,178,Nikki Aquino,Romania,SM794985058,100
470160000000,180,Alexei Ivanov,United_Kingdom,SM402659591,72
618505200000,189,Lei Liu,Romania,SM586486550,95
580230000000,182,Lei Li,Papua_New_Guinea,SM256608600,82
631987200000,170,Yacine Abdelli,Chile,SM352297455,88
480873600000,190,Paul Johnson,Algeria,SM130081086,96
531849600000,191,Muhammad Hussain,Kenya,SM831031127,92
322329600000,182,Hyo-Jin Kim,France,SM813320247,81
446140800000,171,Nicolae Popescu,Moldova,SM226543743,93
542736000000,187,Catalin David,Czech_Republic,SM232950977,90
491068800000,179,George Smith,Brazil,SM441105847,93
489859200000,183,Wilhelm Wagner,Croatia,SM484047287,84
425750400000,191,Chen Yan,Cambodia,SM664855854,77
593452800000,171,Richard Carter,Germany,SM982566470,78
581526000000,168,Masao Sato,Slovakia,SM450742253,101
497376000000,166,Jesse Bethke,Switzerland,SM245834916,90
486835200000,174,Seung-Hoon Kim,Afghanistan,SM392395003,87
401472000000,177,Yang He,Russia,SM599777619,81
543254400000,172,Kalu Kabila,Niger,SM241426527,78
503942400000,170,Lei Wu,Dominican_Republic,SM696188567,69
632246400000,169,Shweta Sharma,Ukraine,SM496535527,86
463766400000,168,Antonio Cardenas,Philippines,SM864927860,76
426960000000,184,K. Kumar,Libya,SM734448263,93
484329600000,168,Daniel Frione,Malta,SM418680812,73
544636800000,182,R. Kumar,Israel,SM106473932,93
509817600000,166,Boris Dobrunov,Iran,SM122668546,92
427392000000,190,Ammar Aouadhi,Mexico,SM142191765,90
587746800000,182,Yang Li,Honduras,SM542338129,77
417369600000,166,Fernanda Nascimento,Netherlands,SM358796434,96
477158400000,168,Abraham Law-Yone,Singapore,SM970112300,95
437068800000,165,Amrozi Bin Mohede,Scotland,SM928417740,96
426268800000,173,Lauri Lehtinen,Laos,SM152681431,78
494179200000,179,Bruno Silva,Tanzania,SM402464025,98
504720000000,188,Bernard Ambane,Italy,SM603504967,81
465580800000,178,Alexandre Song Akongo,Hungary,SM940520653,100
613580400000,183,Hyo-Jin Yang,Thailand,SM140048698,101
382550400000,180,Hans Wagner,Russia,SM678801687,76
454694400000,183,Wei Zhao,Scotland,SM131185249,76
404496000000,172,Robert Smith,Philippines,SM948516846,80
535305600000,190,Agaselim Abdullayev,Cameroon,SM939141700,99
629913600000,177,Donald Goenka,New_Zealand,SM751444034,87
332438400000,188,Hideo Sato,Italy,SM842522533,84
445968000000,170,Jose Gonzalez,Cameroon,SM180548357,73
516985200000,175,George Jones,Puerto_Rico,SM784941538,74
577897200000,165,Ge Yang,Japan,SM717961468,89
594144000000,191,Guillermo Agramonte,Tanzania,SM890831326,96
393609600000,187,Yang Hu,Bulgaria,SM585754473,75
572630400000,176,Abhishek Nair,Afghanistan,SM281970747,80
331228800000,168,Jie Wang,Zambia,SM714281298,88
509904000000,177,Babar Ali,Malaysia,SM503120622,73
558547200000,181,Carlos David,Thailand,SM377151214,73
416592000000,173,Francisco Gonzalez,Bosnia_and_Herzegovina,SM747387892,79
580575600000,170,K. Kumar,Norway,SM799277573,82
629222400000,180,Ayesha Hussain,Ukraine,SM220904019,69
502560000000,171,Naresh Chopra,Lithuania,SM685420494,99
428342400000,177,Nim Nath,Madagascar,SM869823396,92
599846400000,172,Rahul Roy,Canada,SM947479242,102
544636800000,173,John Tembo,Peru,SM513995709,73
543254400000,171,Chen Zhao,Ukraine,SM430724376,72
563990400000,189,Kenji Yamada,Argentina,SM567807248,88
478454400000,174,Jean-Pierre Arnaud,Colombia,SM364706940,78
348595200000,185,Manuel Castillo,Republic_of_Macedonia,SM311648324,87
574531200000,185,Yang Li,Russia,SM658004771,70
397238400000,178,Rahul Rao,China,SM797067149,72
409939200000,188,Mahmoud Aziz,Madagascar,SM522877789,84
458841600000,183,Cesar Cruz,Liberia,SM965708704,77
611420400000,178,Huong Do,Puerto_Rico,SM763498679,99
368380800000,189,Rahul Rao,Chile,SM285099232,76
488995200000,180,Lyubov Aab,Hungary,SM704065720,97
439660800000,189,Per Johansson,Kazakhstan,SM975061562,87
496080000000,189,Theodoros Antoniou,Oman,SM207253457,84
476121600000,185,Kazimierz Zalewski,Iran,SM245054731,71
540403200000,183,Boy Reyes,Slovenia,SM906568649,85
438537600000,178,Ida Bomani,Republic_of_Macedonia,SM710204283,100
544723200000,191,Beibut Iglinsky,Romania,SM574332482,93
457718400000,182,Nikki Fernandez,England,SM305421605,92
576946800000,166,Wilhelm Schulz,Pakistan,SM263171257,98
570643200000,177,Ashok Reddy,Papua_New_Guinea,SM656393619,93
532022400000,170,Yang Zhang,Brazil,SM949118893,102
602524800000,186,Leandro Santos,Republic_of_Macedonia,SM568181249,93
387907200000,165,Viktor Gilels,Slovenia,SM898305285,74
485539200000,191,Faisal Qureshi,Sri_Lanka,SM151395319,99
524242800000,181,Eduardo Bravo,Colombia,SM119606297,75
443462400000,176,Jose Oliveira,Brazil,SM678310396,95
496944000000,166,Li Liu,Venezuela,SM292856736,73
576687600000,174,Chau Nguyen,Bolivia,SM746851893,97
615913200000,167,Anh Pham,Zambia,SM962353167,81
359913600000,176,Anucha Akkaraseranee,Zambia,SM886468478,78
489945600000,171,John Khan,Hungary,SM279049926,78
627062400000,168,Yang Li,Switzerland,SM388881410,71
525884400000,169,Paul Brown,Hungary,SM831692865,101
617727600000,167,Diem Quang,Cambodia,SM573802453,72
603993600000,170,Ab Dijkstra,Laos,SM282951923,70
566064000000,165,Paul Jones,Singapore,SM930184168,76
352051200000,189,Friedrich Richter,Libya,SM772310301,95
541267200000,188,Antonio Abascal,Italy,SM698329544,102
604339200000,166,Kamal Francois,Mauritania,SM475230270,90
528307200000,173,Shweta Kumar,Angola,SM865367090,98
457977600000,170,Jie Zhang,Democratic_Republic_of_the_Congo,SM617524050,80
400003200000,177,Édouard Lita,United_States,SM613959736,73
327945600000,169,Arun Rao,Kenya,SM223452657,74
392659200000,178,Ali Abdeslam,Cuba,SM404041052,84
441734400000,188,Vasco Ferreira,Belarus,SM541869032,87
450028800000,185,Priyanka Irani,Honduras,SM431846385,101
535996800000,169,Hamani Abouba,Turkey,SM597483524,74
329414400000,175,Evgeny Basov,Dominican_Republic,SM386282180,84
541699200000,190,Chen Chen,Moldova,SM112537078,70
320256000000,186,Fernando Suarez,Morocco,SM415719195,88
354643200000,171,Bobby Gutierrez,Portugal,SM678856972,72
412272000000,186,Kaoru Abe,Austria,SM883374628,71
362246400000,168,Carlos Garcia,Tunisia,SM622096519,92
561484800000,188,Andrey Hleb,Greece,SM488596293,72
450979200000,170,Antonio Mendez,Egypt,SM912844117,96
508176000000,173,Gabor Farkas,Afghanistan,SM568098190,83
460137600000,170,Josef Herzigová,Scotland,SM178898725,91
554828400000,167,Chen Feng,Cuba,SM786710012,87
468000000000,186,Ben Smith,Thailand,SM360581679,95
600883200000,170,Don Nguyen,Zambia,SM687325187,71
327772800000,172,Youssef Mahmoud,Chile,SM354610667,73
524502000000,171,Sergio Gonzalez,United_States,SM995271075,96
523465200000,189,Abdoulatifou Ravalomanana,Zambia,SM918031308,102
406051200000,187,Evgeny Popov,Mauritius,SM252509235,75
552582000000,176,Ramon Garcia,Tajikistan,SM766424623,89
366048000000,177,Jorge Gomez,Bulgaria,SM369095784,87
377539200000,175,Mikhail Basov,Colombia,SM737195661,102
566323200000,187,Deepak Reddy,Brazil,SM615963903,75
322848000000,185,Abdul Rashid Lee,Niger,SM683804986,96
544982400000,187,Alexander Irama,Kenya,SM516208659,72
577292400000,172,Abu Chew,Mauritius,SM325955856,88
468172800000,175,Giovanni Colombo,Malta,SM228348413,77
499968000000,169,Emilio Rodriguez,Slovenia,SM529219554,81
571507200000,165,Shweta Kapoor,Cameroon,SM113279783,81
540489600000,171,Babar Khan,Vietnam,SM850000296,100
604339200000,188,Bing Zhang,Honduras,SM630702669,91
489340800000,176,Abhishek Singh,Mongolia,SM900468068,81
321292800000,188,Ad Van Meijer,Germany,SM442145230,74
582044400000,167,Deepak Kumar,Poland,SM382176852,95
433094400000,171,Deepak Singh,Burma,SM591533693,79
487785600000,173,Mario Araujo Castro,Ukraine,SM286190200,100
562521600000,178,Angel Sabahat,Puerto_Rico,SM173660917,95
546793200000,187,Bernard Michel,Thailand,SM384235585,70
612198000000,175,Alexey Aubakirov,Slovakia,SM183153156,86
410976000000,170,Aleksandar Nikolov,Turkey,SM115655643,94
422640000000,166,Peng Yang,Azerbaijan,SM541810655,101
554914800000,184,Fernanda Santos,El_Salvador,SM516366981,75
512496000000,181,Bich Phuong Phan,Angola,SM871006114,72
592675200000,183,Jerry Harris,Honduras,SM906555598,78
534528000000,172,Alexey Garlitsky,Mauritius,SM554465060,101
474307200000,166,Mahamane Djibo,Venezuela,SM698571429,81
350064000000,182,Bingjian Zhang,Scotland,SM186736772,93
543513600000,190,Ning Xu,Portugal,SM467511240,70
605721600000,190,Mostafa Akef,Venezuela,SM254870215,84
611766000000,165,Gabor Toth,Greece,SM185068330,97
476726400000,183,Jun Li,Honduras,SM103601107,99
461347200000,173,Eduardo Aquino,Thailand,SM502810331,72
329760000000,167,Joaquin Calderon Fournier,United_States,SM583775145,99
506880000000,181,Chris Froome,Israel,SM855440706,91
599673600000,182,Giuseppe Donati,Wales,SM854970487,78
465840000000,173,Chen Zhang,Romania,SM703734177,102
607449600000,171,Karan Rao,Democratic_Republic_of_the_Congo,SM287370203,93
389635200000,174,Avraham Mogaadi,Germany,SM440140325,84
458496000000,186,Ashok Khan,Chad,SM732307944,83
624297600000,188,Beatrice Yang,Chile,SM563590521,76
631814400000,186,John Allen,Kenya,SM994812288,90
515347200000,184,Daisuke Sato,Tunisia,SM117056893,93
327427200000,170,Priyanka Singh,Poland,SM619040527,70
328118400000,188,Deepak Singh,Kazakhstan,SM553517716,71
486576000000,189,Michael Zhang,Azerbaijan,SM160086309,83
615222000000,173,Paulo Santos,Bulgaria,SM729096197,93
329932800000,168,Francisco Hernandez,Indonesia,SM545550074,70
412617600000,176,Marcelo Nascimento,Belarus,SM863944858,99
435081600000,171,Lev Kuzmina,Northern_Ireland,SM178291919,90
404064000000,168,Miguel Gonzalez,England,SM317390132,96
330796800000,167,K. Rao,Madagascar,SM283054093,69
357408000000,172,Ivan Garlitsky,South_Korea,SM898128281,94
467913600000,167,Chau Do,Thailand,SM169959537,71
383068800000,185,Arif Budjana,Brazil,SM232766261,89
407174400000,184,Takashi Kato,Swaziland,SM451373056,74
603216000000,188,Zheng Yang,Netherlands,SM949821416,80
390499200000,177,Dimitrios Garbi,Sweden,SM619891915,79
624038400000,179,Peng Xu,Hong_Kong,SM310750034,70
524502000000,171,George Smith,Bosnia_and_Herzegovina,SM225835042,92
327859200000,180,Chen Zhang,Belgium,SM152555898,99
464371200000,166,Aa Ngurah Irama,El_Salvador,SM372492923,85
340992000000,166,Leonid Efimkin,Cuba,SM150003484,72
490982400000,178,Ahmad Anwar,Liberia,SM898712248,73
356371200000,179,Federico Parra,Morocco,SM950394835,87
352137600000,188,Michael Smith,Estonia,SM334019925,85
524415600000,178,Deepak Khan,Dominican_Republic,SM306876632,73
467654400000,171,Mark Harris,Austria,SM274703354,69
328896000000,181,Bing Yang,Sweden,SM566326473,90
468000000000,178,Yang Liu,Netherlands,SM612090272,87
440265600000,171,Richa Baldini,Namibia,SM656300180,83
478368000000,191,Yang Yang,Greece,SM777810401,89
424368000000,171,Cyril Perera,United_States,SM647840081,88
619714800000,181,Carlos David,Israel,SM592984733,98
419097600000,166,Ahmad Shah Aman,Northern_Ireland,SM499793024,69
398620800000,184,Daouda Malam Abouba,Turkey,SM903484019,94
359308800000,179,Vinod Kapoor,Jordan,SM189345904,76
601142400000,175,Sanjay Singh,Czech_Republic,SM317466246,98
560880000000,184,Carlos Alvarez,Tajikistan,SM289934193,81
491587200000,186,Asim Ghaffar,Senegal,SM637684800,81
603820800000,169,Alfred Jong,Republic_of_Ireland,SM495957254,76
367430400000,187,Lily Tembo,Israel,SM407424997,96
574099200000,182,Albade Maazou,Kazakhstan,SM968297385,101
610902000000,174,Lasantha Abeywardena,Estonia,SM787392163,71
535651200000,180,Ai Zhang,Papua_New_Guinea,SM145562483,101
492796800000,189,Sanjay Khan,Honduras,SM350040202,100
604425600000,181,Yang Yang,Cuba,SM519392681,92
407001600000,185,Andrew Adhia,Laos,SM731488119,75
329500800000,171,Jana Lederer,Cameroon,SM292664677,81
611679600000,179,Abdul Baseer Ashrafi,Belgium,SM331202809,81
421776000000,167,Avraham Ben-Shlomo,Mauritania,SM171814968,102
508953600000,167,Jie Zhang,Poland,SM202303790,90
404668800000,176,Yang Zhang,China,SM831398761,84
578934000000,186,Eli Amor,Republic_of_Macedonia,SM769234884,78
382982400000,186,Abdul Baseer Aman,Dominican_Republic,SM360507294,85
516553200000,175,Chen Chen,Russia,SM778255488,77
433526400000,186,Hamid Hosseini,New_Zealand,SM449342494,96
633283200000,165,Akira Yamamoto,Niger,SM531415483,81
533577600000,187,Amit Kapoor,New_Zealand,SM787052658,69
478627200000,191,Eduardo Rodriguez,India,SM865455031,102
339436800000,191,Shweta Singh,Kenya,SM727956688,99
321292800000,190,A. Babu,Senegal,SM265184812,83
417888000000,185,Shweta Sen,Croatia,SM986960605,87
378403200000,185,Hao Zhu,New_Zealand,SM526494772,98
528393600000,179,Mihai David,Kazakhstan,SM593088384,79
336240000000,185,Andrei Hleb,Canada,SM195687319,100
337276800000,169,Amit Rai,Hungary,SM192041964,97
464803200000,172,Alexander Karelina,Turkey,SM959789975,85
439660800000,169,Amit Singh,England,SM838587425,79
453830400000,165,Peng Li,Republic_of_Macedonia,SM949898326,86
611679600000,191,Shweta Singh,China,SM311618696,70
485020800000,186,Akira Suzuki,Malaysia,SM811341551,79
389548800000,178,Jun Chen,Mongolia,SM759813616,98
619369200000,166,Ajuma Nasenyana Ouma,Azerbaijan,SM854930936,78
541958400000,177,Ching Quang,Switzerland,SM157293894,84
414172800000,177,Andrei Hleb,Cameroon,SM911855294,86
340300800000,172,Joe Smith,Northern_Ireland,SM490945853,75
412272000000,179,Shweta Kumar,Morocco,SM114718351,83
509212800000,173,Constantin Popescu,Burma,SM471104253,89
424800000000,182,Shlomo Dayan,El_Salvador,SM745537993,75
441561600000,189,Bea Garcia,Poland,SM136129785,90
537206400000,166,Artika Sari Akbar,France,SM271924672,102
375724800000,167,Caroline Da Silva,Russia,SM258307966,80
480182400000,178,George Taylor,South_Korea,SM543642392,82
470246400000,168,Aditya Nair,India,SM754083888,91
330624000000,171,Aleksandr Berman,Ukraine,SM452332577,77
434476800000,175,Samuel Anderson,Afghanistan,SM639226117,95
616604400000,170,Andreina Diaz,Honduras,SM560598090,85
488908800000,172,Amit Irani,Algeria,SM925019594,90
541008000000,191,Kittipol Boy,Denmark,SM248955150,83
364320000000,168,Meera Singh,Singapore,SM500979808,88
517590000000,191,Michael Hu,Greece,SM638148934,93
473184000000,177,Carl Wagner,Egypt,SM988377661,79
450720000000,169,Jesus Bravo,Republic_of_Macedonia,SM152927101,90
477504000000,185,Jacqueline Hai,Honduras,SM693214269,71
401817600000,169,Hossein Sadr,Nicaragua,SM540822731,93
578934000000,186,Ehsan Aman Ahmadzai,Laos,SM937717029,92
604771200000,169,Boran Yang,Austria,SM927893098,96
473702400000,178,Bing Zhang,Tunisia,SM325616152,90
360691200000,180,Rudolf Richter,Belarus,SM633717187,73
494611200000,184,Roberto Rios,Republic_of_Macedonia,SM502952230,97
610815600000,167,David Kurková,United_States,SM207445903,76
573321600000,176,A. Singh,Tunisia,SM765885997,83
319132800000,188,Birgitta Johansson,South_Africa,SM660751816,101
438278400000,174,George Nagy,Slovenia,SM961910647,71
568569600000,185,Sergio Gonzalez,Czech_Republic,SM511759866,71
366825600000,165,James Smith,Spain,SM461005990,99
473788800000,165,Marcelo Oliveira,Afghanistan,SM368240263,78
589996800000,184,K. Kumar,Brazil,SM751965308,87
403545600000,184,Claudia Castillo,Czech_Republic,SM561700807,102
395424000000,180,Norodom Dany,Austria,SM196424672,84
611247600000,178,Lei Zhang,Turkey,SM521105442,80
561571200000,176,Atsushi Kobayashi,Slovakia,SM198656897,88
361036800000,185,Abdul Wahid Aman,Belarus,SM242084066,91
346348800000,176,A. Mohede,Egypt,SM136582518,96
573926400000,175,Ben Smith,Netherlands,SM686750425,69
354643200000,178,Sanjay Rao,Croatia,SM634934353,101
442339200000,187,Andrzej Borchardt,Bosnia_and_Herzegovina,SM384841474,97
433872000000,175,Bill Wilson,Portugal,SM973243483,83
359654400000,182,Bill Smith,Republic_of_Macedonia,SM164784683,98
486576000000,189,Andrei Feltsman,Bulgaria,SM714769200,76
569606400000,173,A. K. Iqbal,Mauritania,SM922059970,101
549212400000,167,Karan Singh,Morocco,SM404055741,90
518799600000,189,Sergio Gonzalez,New_Zealand,SM625853938,76
582649200000,183,Mirza Kalich Ali,Liberia,SM128333056,83
374601600000,179,Lei Zhang,Malta,SM548893312,75
518367600000,191,Anastasia Popov,Tanzania,SM402478715,75
623606400000,174,Joseph Reddy,Nicaragua,SM183999923,77
373132800000,189,Adisorn Asuweewa,Tanzania,SM667885473,74
549558000000,184,Shweta Kumar,Northern_Ireland,SM628691708,78
450892800000,189,Alexander Plotnikoff,Venezuela,SM207464448,71
451497600000,190,Gary Jones,Spain,SM423947050,91
368035200000,190,Ahsan Ali,Sri_Lanka,SM338023520,75
557420400000,182,Robert Brown,Libya,SM447960783,93
378230400000,183,Lin Yang,Latvia,SM646761042,69
529862400000,169,Min-Jung Choi,Burma,SM672097600,95
626716800000,179,A. Narayan,Vietnam,SM277598856,77
502732800000,175,A. C. Dam,Finland,SM656065554,86
509385600000,185,John Reyes,Sweden,SM823587628,93
559324800000,177,Asim Ashraf,Denmark,SM428576737,99
397843200000,186,Abu Lee,Slovakia,SM834856030,72
322156800000,165,Evgeny Berman,Cameroon,SM617345329,72
592588800000,172,Wilson Dom Pedro II,Puerto_Rico,SM300280890,76
544982400000,180,Maithripala Fernando,Bolivia,SM477751431,95
463507200000,169,Wei Zhang,Latvia,SM203705487,71
548089200000,189,Emperor of Brazil Oliveira,Northern_Ireland,SM745357039,69
397411200000,176,Anh Lien,Sweden,SM370874312,83
611161200000,174,Aburizal Budjana,Dominican_Republic,SM999636318,90
607363200000,170,R. Kumar,Tanzania,SM233890600,90
421603200000,169,Mariam Jahani,Kenya,SM124460982,75
478972800000,174,Takashi Suzuki,Argentina,SM235912633,70
630345600000,166,Francisco Martinez,Indonesia,SM106205138,88
429033600000,178,Djembo Lita,Senegal,SM301228499,71
482256000000,182,Addy Berg,Bosnia_and_Herzegovina,SM759482925,87
395078400000,185,Babar Ali,Dominican_Republic,SM724344590,102
602697600000,168,Antonio Mendez,Portugal,SM689906213,73
570729600000,186,Jose Castro,Portugal,SM347809532,100
396547200000,184,K. Singh,Switzerland,SM186755249,88
549903600000,175,Isabel Garcia,Burma,SM488304775,76
613062000000,174,Abdul Ghani Jahani,El_Salvador,SM737321206,72
363974400000,189,Samuel Tembo,Chad,SM455761063,81
404668800000,181,Nils Ekman,Philippines,SM649249821,92
479145600000,179,Abdul Rashid Khan,Finland,SM320493717,76
335116800000,175,Yang Zhang,Puerto_Rico,SM680991231,95
568224000000,170,Bing Zhang,Spain,SM323080678,69
514742400000,182,Abida Khan,Russia,SM167966364,85
532454400000,185,Lei Xie,Japan,SM576148209,88
534441600000,177,Francisco Abascal,Morocco,SM210501693,98
345398400000,185,Chau Ho,South_Africa,SM780992356,88
609346800000,182,Basanta Bombo,Morocco,SM688303142,72
495561600000,176,Eugenia Dobrunov,Dominican_Republic,SM254391266,92
421171200000,174,Albert Camille Radafison,Kazakhstan,SM645788887,86
529603200000,174,Wei Zhang,Sri_Lanka,SM138945719,75
421862400000,165,Jie Li,United_Kingdom,SM344214048,73
596908800000,176,Charles-Edouard James,Senegal,SM164093976,88
566236800000,184,Cesar Pham,Hong_Kong,SM474628304,79
600883200000,183,Walter Richter,Laos,SM327159396,90
536169600000,171,Aharon Peretz,Croatia,SM992150403,86
582130800000,172,Anibal Merced,Taiwan,SM611309008,81
474739200000,166,Luis Pedro D'Algy,Argentina,SM508735108,89
581871600000,178,Deepak Singh,Jordan,SM673576984,99
398707200000,180,Consuelo Garzon,Kenya,SM283832264,83
545324400000,187,Aaron Cruz,Pakistan,SM587229098,76
510854400000,174,Faisal Abdel Fattah,Scotland,SM770961143,88
449683200000,181,Ian du Preez,Malta,SM498021486,99
388425600000,184,Masahiro Yamada,Norway,SM192904981,69
626198400000,175,Aleksei Graps,Ukraine,SM347834194,95
333648000000,177,Andries Bos,Czech_Republic,SM286994801,93
532713600000,188,Hossein Akbari,Sweden,SM984166295,78
361382400000,174,Ilguilas Maazou,Mexico,SM822007371,72
612889200000,180,Abdala Dia,Belarus,SM176980629,90
598032000000,189,Zhang Zhang,Singapore,SM772851622,71
418060800000,191,Binh Ho,Russia,SM911686021,82
503337600000,190,Shweta Reddy,Nicaragua,SM370272863,71
508348800000,173,Abhishek Khan,Pakistan,SM777762953,73
478108800000,182,Carlos Diaz,Nepal,SM560234680,87
360259200000,176,K. Sharma,Lithuania,SM291779097,74
417974400000,173,Frederick Hinkle,Austria,SM544512746,90
588610800000,180,Shlomo Peretz,Chile,SM921115663,97
540230400000,178,Filip Redzep,Honduras,SM737253287,85
345139200000,189,A. Rao,Azerbaijan,SM330616502,79
442080000000,176,Irina Goncearov,Zambia,SM341515242,93
392745600000,180,Prakash Rao,Italy,SM742369986,91
428860800000,176,Jose Gonzalez,El_Salvador,SM807049150,98
551718000000,165,Andry Zozimar,Honduras,SM501342257,94
422812800000,180,Margit Daneu,Belarus,SM262599965,71
522514800000,183,Ahmad Akbar,Uruguay,SM944745751,86
568742400000,188,George Giannopoulos,Sri_Lanka,SM463939310,99
539539200000,171,Rahul Sharma,Singapore,SM751270846,100
564422400000,174,Bingbing Huang,Rwanda,SM506330539,82
424022400000,174,David Bomani,United_Kingdom,SM281591803,79
554396400000,175,Zbigniew Beck,Sweden,SM636374858,92
370022400000,185,Abdul Haris Adianto,Latvia,SM823558812,88
320342400000,181,Sanjay Kumar,Netherlands,SM462123907,73
439747200000,190,Naresh Kapoor,Italy,SM115873979,69
503337600000,171,Richard Sotto,Romania,SM504677021,88
406310400000,187,Giovanni Greco,Bosnia_and_Herzegovina,SM861168374,73
496684800000,174,Abdul Haris Gallagher,Niger,SM107793664,72
396028800000,170,Agaselim Abdullayev,Egypt,SM137702457,87
519231600000,170,Chau Nguyen,Taiwan,SM485094823,102
626284800000,185,Alfonso Agudelo,Namibia,SM376805531,93
431107200000,181,Daria Popov,Mauritius,SM830999421,99
611420400000,178,Galina Berman,Cuba,SM890769452,88
342979200000,184,Kevin King,Bulgaria,SM430727536,73
551631600000,185,Volodymyr Shevchenko,Chile,SM141187432,89
449078400000,167,Ida Ljungqvist,Lithuania,SM177339059,80
400089600000,183,Ruby Thapa,Estonia,SM136446862,80
530812800000,170,Ahmad Rafiq Anwar,Canada,SM780530150,77
352224000000,167,Yang Li,Burma,SM502469278,94
566323200000,185,Emad Hassan,Cameroon,SM908359940,84
382377600000,179,Jie Yang,China,SM679117218,81
583254000000,185,Binh Nguyen,Brazil,SM268747552,90
597945600000,183,Luigi Ferrari,Uruguay,SM238575754,84
387129600000,173,Aden Binalshibh,Belgium,SM541008421,76
356284800000,165,Arun Chopra,Laos,SM577145114,94
569692800000,182,Fernanda Costa,Cuba,SM301239739,97
575654400000,174,Alexandre Santos,Turkey,SM533682852,102
360604800000,175,Stephen Bomani,Burma,SM221782209,89
567705600000,188,Anastasia Balawan,Kenya,SM875629065,73
517244400000,191,Aff Bua,Mauritania,SM870061047,72
491673600000,178,Tom Williams,Romania,SM679341315,82
572371200000,187,Zhi Yang,Nicaragua,SM115149821,84
518194800000,170,Alejandro Reyes,Liberia,SM485638027,97
493142400000,170,Kalu Ngoma,Peru,SM383165587,69
363196800000,173,Abu Hamza Hassan,Republic_of_Macedonia,SM160994466,77
495302400000,183,Ashok Kumar,Cambodia,SM262662071,97
534009600000,169,Salma Ahmed,United_States,SM154012150,86
